LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(micron),(micron),(micron),(micron),(radians),,(micron^2),(micron),,,
ID50866,50866,41,334.0,220.85576176556071,118.14010374849333,0.0,3359.9275817871094,112,3.7444882630646537,1,,4381.933333333333,4386.0,1945.0,7237.0,1446038.0,1050.460067877242,-0.4053559971922015,-5.687164277032881,0.11328824602071728,-0.14382812921991794,4.365581137379963,3.4463024653393592,1.0800253954014298,1.266743468191229,44.04887488833185,26.635487581993324,0.7802313230923436,0.9365303244005635,4.013222526214332
ID41651,41651,41,335.0,224.79564607823977,254.09769578713176,0.0,419.9909477233887,14,3.7641740298539137,1,,4812.571428571428,4729.0,1960.0,8672.0,1617024.0,1364.1576574156352,-0.19729047673283617,-1.7341646362877423,-0.0010157565274396888,0.04030681541770002,4.233881227841911,3.429395088022144,1.6291604106292903,1.2345854353817667,44.5132455573357,25.034938524214184,0.8924955640925505,0.978134110787172,3.752337545527417
ID42678,42678,41,321.0,224.2898844358568,228.4816930894824,0.0,929.9799556732178,31,3.673320842734294,1,,4869.685534591195,4647.0,2443.0,9062.0,1548560.0,1373.0499846768164,-0.2088942329885603,-1.8729943404354588,-0.02735991642193049,0.01789583031328826,5.330489837368277,2.630755685426563,1.5215228253835793,2.026220019934678,42.39040821331959,28.24147327241956,0.6678866538529037,0.9260869565217393,4.337640442124053
ID48319,48319,41,312.0,221.3400422855624,143.7606120907634,0.0,2639.943099975586,88,3.641566589353882,1,,4661.847133757962,4587.0,2272.0,9016.0,1463820.0,1207.9688688285191,-0.2632772537933801,-2.758300274003839,0.09311272647104202,-0.08565474931721297,4.377245710628796,3.2991570389754785,0.1236185534206724,1.326777009677632,41.66068287631387,24.505104533872213,0.8718125759441638,0.9843260188087777,3.7965870958335657
ID46016,46016,41,320.0,224.93172544685373,198.75569197133447,0.0,1949.957971572876,65,3.676193992053286,1,,5028.824451410658,5035.0,2103.0,9162.0,1604195.0,1286.1323109567852,-0.17656150053780137,-1.6767783765882531,-0.07167789166351217,-0.02323744664456632,4.17040208776311,3.367602690063318,0.0037201823738003603,1.2383889881275447,42.45674688032001,24.927115271751237,0.8586428039702617,0.9595202398800599,3.825592124522573
ID46277,46277,41,309.0,223.59210716450522,197.52354887809764,0.0,2009.956678390503,67,3.6124568771506977,1,,5071.444805194805,5092.0,2231.0,8667.0,1562005.0,1259.442089995051,-0.17374413374496148,-1.6934761705961912,-0.014397807282391636,-0.0014360460690686907,4.017743817840255,3.2917965361961135,-0.5612228229295535,1.2205322454355036,40.997296206309,25.291243899304494,0.8054242478091178,0.944954128440367,3.9499589471107988
ID47045,47045,41,314.0,222.13547630172553,171.42483202733942,0.0,2309.9502124786377,77,3.62412881992948,1,,4899.11217948718,4927.0,2007.0,8919.0,1528523.0,1173.4708556720245,-0.22936913619363591,-2.4852132032509506,-0.050782460673660164,0.011857521973670815,4.162352763854426,3.271659455583251,0.30681722403053485,1.272245116083571,41.26265087431106,24.595097697892264,0.8571757681248766,0.9569230769230768,3.8288644297583847
ID46534,46534,41,317.0,224.09609323724112,191.3831188022747,0.0,2099.9547386169434,70,3.656034531074774,1,,4910.965079365079,4882.0,1972.0,9220.0,1546954.0,1261.9159917023976,-0.1942916922551204,-1.8769071418398382,0.02169266340892484,-0.1561903894674802,3.9368864518455777,3.5878749753726953,1.9584541570400837,1.0972752615039572,41.99237621131672,24.3146274013549,0.8925757367349789,0.9753466872110941,3.752169021132454
ID47817,47817,41,308.0,220.75137898184764,158.60358970921766,0.0,2489.9463329315186,83,3.6036781111311544,1,,4972.243506493506,5004.0,2111.0,9233.0,1531451.0,1313.090631166799,-0.21696926240135644,-2.0984908715318773,0.03405241295410608,0.014494433879662583,4.68371769230852,2.888388320807525,0.6472893911071067,1.621567868339484,40.798280205307414,24.303236834196017,0.8680075090344113,0.9731012658227843,3.804899506977224
ID50890,50890,41,341.0,221.18032670217553,116.60512132002303,0.0,3389.926935195923,113,3.7781724940424737,1,,4294.917159763314,4362.0,2360.0,7172.0,1451682.0,972.1714226494429,-0.4260333835969825,-6.558415610079121,-0.0679219424515302,-0.07330763854599331,4.316212432206976,3.578694858837882,1.032978479534974,1.2060856268725269,44.8449388923379,25.98683481544166,0.834481146119749,0.9534555712270792,3.880580236970923
ID46286,46286,41,312.0,223.83795960650255,196.22780819421007,0.0,2039.9560317993164,68,3.6444647725339623,1,,5048.894568690096,5055.0,2038.0,9509.0,1580304.0,1267.3842554758598,-0.17599587177872036,-1.7017316777003082,0.006303325941862799,-0.033797442044214254,3.970516997563049,3.5560451455119617,1.6679956241154417,1.1165541592108825,41.727021543314514,23.733501632133258,0.9309012487858876,0.9889937106918235,3.674118214251027
ID47313,47313,41,317.0,222.81000079647615,177.52477743839214,0.0,2249.9515056610107,75,3.656034531074761,1,,4876.224683544304,4790.0,2077.0,8517.0,1540887.0,1244.9045109648102,-0.23870343064793642,-2.456305901114707,-0.023432794279301408,-0.09364218503350512,4.30187777523181,3.314301766235473,0.4746032110760634,1.2979740767896546,41.99237621131641,24.998519269864108,0.8444068440490152,0.9447761194029852,3.857705406307823
ID41683,41683,41,335.0,224.25560195482967,245.78432698696022,0.0,599.9870681762695,20,3.7444882630646634,1,,4620.135542168675,4454.0,2241.0,8089.0,1533885.0,1202.114407216748,-0.2241975491195913,-2.2213583448086314,-0.0070468653619415005,-0.02653987468586387,5.065703283169857,2.9396535456002795,1.3503448705699004,1.723231396009776,44.04887488833208,26.088904125222708,0.8132667382327654,0.9623188405797101,3.930867696612822
ID44243,44243,41,345.0,223.16067285650354,216.04050981839586,0.0,1409.9696102142334,47,3.8198601018724334,1,,4568.847262247838,4511.0,2264.0,8460.0,1585390.0,1297.685991775805,-0.21356894466439677,-1.912249101202602,0.05756808214240157,-0.21512035870230972,5.07257723303579,3.090155454870008,-1.4211228395251694,1.6415281713551124,45.84001889734555,27.05880481755134,0.7867512327251212,0.9465753424657528,3.9965588828321286
ID40916,40916,41,336.0,227.457915716916,263.7224374258711,0.0,299.99353408813477,10,3.761368085349271,1,,4851.066066066066,4810.0,2040.0,9162.0,1615405.0,1341.1670724052449,-0.20513262693244055,-1.8669142617822052,-0.05761101572938239,-0.06723870628461262,4.410054819622046,3.380062887641605,0.8513850100375396,1.3047256711543331,44.44690689033489,25.363703675987423,0.8682125634072406,0.9682080924855478,3.80445016001545
ID42201,42201,41,322.0,224.68879441046815,229.9925146748716,0.0,899.9806022644043,30,3.6990988491183643,1,,4830.885093167702,4690.0,2374.0,8006.0,1555545.0,1358.2446876815313,-0.2135418851528745,-1.9314619748888155,-0.07911311615051218,-0.0918469562819445,5.065595930224792,2.878897336738002,1.4516910696461438,1.7595611575244559,42.9874562163241,27.002028376913863,0.7408986984314753,0.9529411764705882,4.1183714645924185
ID45785,45785,41,315.0,223.99373144039478,200.28738447151377,0.0,1889.959264755249,63,3.6531455266480455,1,,5034.132492113565,5025.0,2372.0,9163.0,1595820.0,1269.435193398383,-0.1767323241039253,-1.7026250842079145,-0.06251681875208726,-0.019522246349061998,4.159503620084012,3.390165467308998,-0.27137881691742577,1.2269323312368259,41.92603754431621,25.490152869247037,0.8108654627558982,0.9518072289156623,3.9366837775731085
ID42458,42458,41,349.0,225.30333423570664,233.5202061217588,0.0,809.9825420379639,27,3.8583621845897382,1,,4571.091428571429,4421.0,2042.0,9135.0,1599882.0,1342.3162603895782,-0.2203912909277802,-1.925363787094734,-0.015016050561502544,0.04446626392236298,5.391351152208277,2.876543961934258,1.5242781656077202,1.8742460478799712,46.76876023535265,29.901386571743334,0.6573294138221926,0.938748335552597,4.372334692888907
ID44762,44762,41,339.0,222.39475720201347,213.1894679182621,0.0,1499.9676704406738,50,3.7865467322306667,1,,4528.7278106508875,4554.0,2094.0,8231.0,1530710.0,1089.900375158329,-0.23356318914875016,-2.5324883386732573,0.0070839352769708095,0.012509305629036585,4.290812363404695,3.4131041519649616,-1.4515756074230257,1.2571583439475256,45.04395489333963,26.18206087339832,0.8257312528755859,0.9603960396039606,3.9010864159816085
ID43228,43228,41,310.0,223.61415345081784,223.1253395577866,0.0,1109.9760761260986,37,3.6095329941324716,1,,4936.867313915857,4644.0,2321.0,8929.0,1525492.0,1434.8870080406105,-0.20389289964929866,-1.7623588842823803,0.02551776558419741,-0.0338097036862463,4.672978587373188,2.881268061632319,-1.4950240118854892,1.6218479112026163,40.930957539308714,25.52688962210172,0.7893433739434025,0.9655712050078249,3.9899912948778966
ID50399,50399,41,341.0,221.43579737878926,121.5201247150549,0.0,3299.9288749694824,110,3.7949024909731497,1,,4151.422287390029,4175.0,1850.0,7424.0,1415635.0,923.9326611422181,-0.2706099702805371,-3.334038108427949,0.06023574234121438,0.0777043913085824,4.538346934034094,3.290254817914152,1.38292716601172,1.3793299258539395,45.242970894340935,27.61845735701996,0.745353242203488,0.9459084604715672,4.106046464053615
ID41184,41184,41,338.0,223.8933545154562,250.85196101795003,0.0,509.9890079498291,17,3.7557499073286382,1,,4710.389221556886,4623.0,1922.0,9352.0,1573270.0,1302.235100302573,-0.2151853081073854,-1.9835487785317092,-0.0033977279509201635,0.01585486332315966,4.6482419820170815,3.1979845624616186,-1.5039265127957304,1.4534910632711564,44.314229556334084,25.792735476799436,0.8370632182002514,0.9653179190751443,3.8745904403318874
ID49120,49120,41,316.0,220.64697182759204,134.18636279937616,0.0,2879.9379272460938,96,3.6704454443736916,1,,4482.210031347962,4448.0,1852.0,7295.0,1429825.0,1206.557115142219,-0.2420022687199555,-2.3720609580415974,-0.023383657624650788,0.010728300347792668,4.948801792237432,2.790299423587802,0.4525978722156778,1.7735737428043477,42.324069546318825,26.336387478104022,0.7668048956497822,0.9451851851851848,4.048204968200876
ID49381,49381,41,320.0,220.60370421569067,135.58934086274854,0.0,2969.935987472534,99,3.693385951733679,1,,4301.280864197531,4050.0,2210.0,8255.0,1393615.0,1213.5414864960032,-0.2599069954102535,-2.4894582041590643,-0.010385329574216803,0.04469702328957835,4.693851154340116,2.999020153914335,1.050213855112701,1.565128246375297,42.854778882322826,26.21644957362386,0.7835403580834115,0.9584569732937686,4.004739271859921
ID42982,42982,41,311.0,223.26557404909565,225.61178338886924,0.0,1049.9773693084717,35,3.6212143612193044,1,,4854.6569579288025,4611.0,2002.0,8827.0,1500089.0,1353.0145630827824,-0.22290588406245535,-2.058419956502983,0.020749085573311298,0.07871070836688235,4.960120107428395,2.7263057289054538,-1.5224099424147544,1.8193557878850821,41.19631220731057,25.514329821193915,0.7952430351837171,0.9598145285935086,3.9751634894854884
ID45544,45544,41,310.0,223.1074723175391,203.27137644825697,0.0,1799.9612045288086,60,3.5948779072478025,1,,5000.141447368421,4925.0,2539.0,8393.0,1520043.0,1122.0152645369863,-0.19820669411194192,-2.2032785803980155,0.022531569381689567,-0.032214861222895755,4.111719826199667,3.3088995880976535,1.6539449141339846,1.242624539284847,40.59926420430616,24.71062059220714,0.835527448211153,0.9459041731066464,3.878149717690243
ID41964,41964,41,344.0,224.62267306645833,243.05760270614755,0.0,659.9857749938965,22,3.822623111348989,1,,4487.606936416185,4364.0,2100.0,8011.0,1552712.0,1247.1778815556347,-0.23401905981214763,-2.198617462902714,0.03926694808591576,0.09147728088374703,5.451924267034503,2.8147798195058034,-1.5274234474242456,1.9368919122035302,45.90635756434616,28.817797100580464,0.6946421633664659,0.9492455418381345,4.253283797889925
ID43756,43756,41,315.0,223.31318835287755,219.37758412280803,0.0,1289.9721965789795,43,3.627040936767321,1,,4971.915857605178,4778.0,2398.0,8194.0,1536322.0,1413.5618153742282,-0.19535624911528407,-1.7079007381168136,0.004775295015072373,0.04212046087291391,4.527515653671509,2.999429674132562,1.528074120775814,1.5094588456990148,41.328989541311586,24.427294795227684,0.8703900227030205,0.979559748427673,3.7996883735205245
ID48878,48878,41,305.0,219.72165511506066,135.0625500360256,0.0,2759.94051361084,92,3.618297554977801,1,,4599.313915857605,4571.0,1905.0,7653.0,1421188.0,1181.9148734236344,-0.25630429475631156,-2.682238921048774,-0.087661355561317,-0.05047343099627204,4.691866293009377,3.0563883391206086,0.49257556599875807,1.5351014898713204,41.1299735403098,24.939832167615855,0.8309621475267149,0.9717868338557991,3.8887883902860643
ID40689,40689,41,333.0,226.19350903413647,271.5019155190751,0.0,209.99547386169434,7,3.744488263064667,1,,4861.204204204204,4815.0,2079.0,8544.0,1618781.0,1380.2541412071982,-0.20304860606766395,-1.7946632904183375,0.023849214325508957,0.019784740597737816,3.917229043079666,3.6392822155383193,1.2489043158909754,1.0763740790298213,44.048874888332165,25.25754744894691,0.8676854779997497,0.9637155297532662,3.805605512833451
ID44529,44529,41,343.0,222.884806513041,215.34363980681724,0.0,1439.9689636230469,48,3.8198601018724343,1,,4593.5346820809245,4617.0,2025.0,8223.0,1589363.0,1196.318332997589,-0.2120342366893013,-2.0664689321175533,0.047991333278261,-0.11400763281226475,4.494512629368198,3.432032560019634,1.7286574983802296,1.3095775027677725,45.84001889734558,27.122828142625917,0.7830413703122533,0.9544198895027624,4.006015065034576
ID51187,51187,41,640.0,221.61520991914054,113.09750940584074,0.0,3479.9249954223633,116,5.194860154742594,1,,3976.3291731669265,3720.0,2236.0,7825.0,2548827.0,1087.8857171887228,-0.23790244123621052,-2.282009133606617,0.045142392860447016,-0.05442633450728494,6.979271773275437,3.6231162848855107,1.5121526194498542,1.9263173534867595,84.7808164266388,47.66728321531916,0.46888534405025606,0.847480106100795,5.176921777490359
ID43508,43508,41,317.0,223.83968309523217,222.10304407988892,0.0,1139.975429534912,38,3.6473606528260407,1,,5014.52715654952,4775.0,2439.0,9351.0,1569547.0,1446.3276883585966,-0.18908862059599563,-1.6169078954183689,-0.017475449649048236,0.07007837428292732,4.724073250664523,2.9289671398307595,-1.4578317633515998,1.6128802492941205,41.79336021031521,25.805570502648262,0.7886607447456719,0.9559939301972691,3.99171769970722
ID41461,41461,41,339.0,225.94061929170167,257.3804860412168,0.0,359.9922409057617,12,3.789334032374193,1,,4760.91788856305,4680.0,1772.0,9418.0,1623473.0,1410.9484166383802,-0.20642310761306285,-1.7554111351047845,-0.038793466897187136,-0.031796865044418594,4.526922790006112,3.262977692071805,1.1517229693410163,1.3873594051854439,45.11029356034016,25.487331391382057,0.8726433546810625,0.974212034383954,3.794779441610208
ID49912,49912,41,359.0,221.1591690524394,127.33145742650069,0.0,3119.9327545166016,104,3.877469860910543,1,,4001.244382022472,3836.0,2157.0,6885.0,1424443.0,877.3568881152521,-0.2657057337804313,-3.300498747712797,0.050645013400407314,0.07842230211394775,4.778675313452182,3.1943201299485793,1.3350099653460519,1.4959913593660719,47.23313090435594,27.24659794441032,0.7995249699714424,0.9582772543741586,3.964504509066683
ID48635,48635,41,314.0,220.46931986137275,136.94220605290803,0.0,2729.9411602020264,91,3.6473606528260265,1,,4550.339682539682,4404.0,2044.0,7668.0,1433357.0,1155.4975059077944,-0.27307179088182154,-2.9586263263310477,-0.03570853526080076,-0.043756338818125434,4.56780509228082,3.0878398172904458,0.40772285309322953,1.479288228198648,41.79336021031489,25.517612983309192,0.8065607081252544,0.9445277361319341,3.947175180231001
ID45054,45054,41,341.0,222.9697471622057,209.56116861769542,0.0,1619.9650840759277,54,3.7725793414657516,1,,4604.136904761905,4633.0,2197.0,7807.0,1546990.0,1247.0927453599813,-0.2140191330565219,-2.010574166621135,-0.007554822363361473,0.020936277038601642,4.728972669612807,3.06769452718308,-1.3632809285305365,1.5415396245320423,44.712261558337104,26.210482865091752,0.817874103903706,0.9601139601139602,3.91978009573055
ID43522,43522,42,675.0,87.04418950636376,125.94546566177316,0.0,1169.9747829437256,39,5.362866521264859,1,,3981.4306784660766,3906.0,2004.0,7032.0,2699410.0,919.5107380575195,-0.2170246413886393,-2.4003429811123365,-0.04709349021510778,-0.0069049356444866586,6.186370072487342,4.655242717289399,-0.009334251442500609,1.3289038720819846,90.353264454681,48.86246107469933,0.4755575021638867,0.8697318007662838,5.14047691762261
ID44548,44548,42,673.0,82.2124033732392,112.57638722300399,0.0,1469.9683170318604,49,5.337211446893475,1,,3850.106824925816,3610.0,2117.0,7452.0,2594972.0,1037.2968873729683,-0.28273698787272217,-2.926199230833038,0.02970132617617536,-0.11304006335691226,7.441231980148583,3.9092171239603535,1.7453281396911682,1.9035095120554502,89.4908617836744,40.06325308469858,0.700641944622139,0.91025641025641,4.235033649749944
ID47622,47622,42,684.0,77.58823684480235,48.826342954367995,0.0,2459.946979522705,82,5.370735735360055,1,,3528.0478955007256,3401.0,2205.0,5894.0,2430825.0,733.0435095864863,-0.3166763004399191,-4.460913420215744,0.06660501176759072,0.015138996062143856,5.967547042081355,4.773394484474419,0.9677893540081595,1.2501684202910415,90.61861912268303,46.39396852228297,0.5290591830853887,0.8969139855548262,4.873632788778383
ID40457,40457,42,714.0,104.14365589248435,145.0400904733244,0.0,119.9974136352539,4,5.508543940152596,1,,3871.8153846153846,3643.0,2205.0,7417.0,2768348.0,1000.9961478438743,-0.20602051452219802,-2.007305232352878,-0.1881502934627154,0.12615323567588418,8.530978553333208,3.1617650098517425,0.17902444651205643,2.6981697016544666,95.32866447971827,63.52793623554452,0.29682732522407707,0.8146258503401356,6.506583278227858
ID47116,47116,42,613.0,78.41247049510663,59.29256710005498,0.0,2339.949565887451,78,5.088076929756626,1,,3748.3967479674798,3536.0,1963.0,6608.0,2305264.0,1012.9882979808231,-0.32982589833825493,-3.642237259190698,-0.035987508261980085,-0.026937570421960128,7.042337320180864,3.7384398634338414,1.7672067417515627,1.8837637028919112,81.33120574261304,52.747861515512895,0.3673308131410994,0.8222669349429922,5.848927685709228
ID49676,49676,42,620.0,75.44812924377696,15.401149411796531,0.0,3029.934694290161,101,5.1005121668688025,1,,3625.9238249594814,3502.0,2075.0,5713.0,2237195.0,832.1755787472184,-0.3042844199833452,-3.811375095928456,0.07872518284050462,0.5089794307002073,7.921884731818135,3.391405409327056,1.3684670154413354,2.3358707602551254,81.72923774461599,46.33627918411853,0.4783491413125439,0.8490696071674707,5.1254550917166455
ID41229,41229,42,272.0,98.31146140450156,129.99324875044667,0.0,389.9915943145752,13,3.4233785528473217,1,,3765.0143884892086,3553.0,1881.0,7392.0,1046674.0,1044.9724573477183,-0.43821524355673386,-5.620944821147579,-0.15319677212418403,-0.059982540471374954,5.356531674307982,2.2744569538688704,0.7907305680308411,2.3550815790100916,36.817960185277514,28.635923967582027,0.5642183239460244,0.8685446009389691,4.719340782320972
ID42259,42259,42,686.0,99.25199040929017,120.64000600231608,0.0,779.9831886291504,26,5.372701237982251,1,,3907.7703488372094,3773.0,2029.0,7014.0,2688546.0,973.892041483299,-0.15901454293604927,-1.5173877428312825,0.08833878044403289,-0.0035511899108102065,6.999547486054685,3.7791843210953537,-0.585245969511001,1.852131807115972,90.6849577896835,54.528034267468925,0.383270537583507,0.8438271604938271,5.7260114758576695
ID47891,47891,42,692.0,77.42443710323221,45.78933238326115,0.0,2519.945686340332,84,5.402097962435862,1,,3511.1157742402315,3386.0,2251.0,5658.0,2426181.0,741.4764303211716,-0.31530728821191634,-4.361301387013568,-0.023655464522160056,-0.024482057321264527,6.883823822279934,4.222260796748284,1.2963914899773883,1.6303644312026906,91.6800377946909,45.42696716315158,0.5582865455128538,0.9015003261578597,4.744345967776474
ID46613,46613,42,661.0,77.30682171209781,67.57084091089318,0.0,2189.952798843384,73,5.295506085772916,1,,3810.414156626506,3618.0,2096.0,7348.0,2530115.0,992.3510249515368,-0.2861205872852146,-3.0779467722772536,-0.09381826396673051,-0.27783562698778125,6.351101343116008,4.7227780814132405,1.3699451802424376,1.3447808119782563,88.097749776664,46.56429064729307,0.5105857583162079,0.8841544607190414,4.961015495586672
ID51221,51221,42,611.0,74.80176991888895,10.028078510833339,0.0,3509.9243488311768,117,5.033835938031379,1,,3444.6197654941375,3340.0,2000.0,5378.0,2056438.0,699.4577965867456,-0.3590228965989893,-5.51682743804317,0.03292915939734455,0.17293555454087153,6.660462719857267,3.80474729015109,1.0152213834220039,1.7505663877068622,79.60640040059998,49.78352087238203,0.40363297060265985,0.8350730688935286,5.579709838440739
ID44055,44055,42,663.0,83.92776892041066,126.20931938144095,0.0,1259.972843170166,42,5.265514305490043,1,,3992.8899082568805,3830.0,1987.0,8121.0,2611350.0,1009.2395057160619,-0.26546695700876366,-2.8597115126748203,-0.11737329325215139,0.026384353745263624,5.803015073549468,4.578358434747246,1.107005450098626,1.267488152414574,87.1026697716565,46.758673715139395,0.5006301055189092,0.8823924731182796,5.010100651152776
ID46104,46104,42,655.0,78.21590220147353,81.40123009273367,0.0,1979.9573249816895,66,5.26350877721105,1,,3827.768292682927,3615.0,1968.0,6548.0,2511016.0,985.7868425280934,-0.2783076896124019,-2.994785675273725,0.028840744063378197,-0.14437066218830139,7.227343245780222,3.908989603767989,1.3856950599749185,1.8489031638287232,87.03633110465597,45.97620166455456,0.517421250879787,0.8967874231032125,4.928137325910764
ID48158,48158,42,643.0,77.19400081673159,33.62301732256806,0.0,2609.9437465667725,87,5.209067651905657,1,,3554.354587869362,3401.0,2094.0,6049.0,2285450.0,801.6905960320988,-0.33489145937090026,-4.464733133273227,-0.03893887185568012,0.09048165494303408,6.188980102705623,4.63020999554097,-1.3676808426210847,1.3366521407594458,85.2451870956425,56.5694676418909,0.3347461176552469,0.8333333333333336,6.12698980377434
ID44323,44323,42,673.0,83.17073117834128,107.12910510804814,0.0,1559.9663772583008,52,5.323345964151979,1,,3892.0998509687033,3826.0,2147.0,6495.0,2611599.0,936.543048161524,-0.27374427537008267,-3.1328651508862007,0.15017972906747415,0.08091745890218137,5.971731661519858,5.068719947388592,1.4535530797280185,1.1781537988889084,89.02649111467096,39.962191780526354,0.7005361014170488,0.9067567567567562,4.23535357088188
ID42023,42023,42,685.0,100.60502961217317,129.84281421001808,0.0,479.9896545410156,16,5.360897412874166,1,,3883.309838472834,3738.0,2100.0,7424.0,2644534.0,1009.9987708379833,-0.15816097858485195,-1.4447126793921512,-0.3535966544428195,0.5163858370603426,7.634300221678676,4.337574659018303,0.7437530552633183,1.7600389207840172,90.28692578768047,58.078364296781174,0.3363612647668301,0.7015463917525774,6.112261743163668
ID42791,42791,42,674.0,100.47519427138015,121.37315198217588,0.0,719.9844818115234,24,5.3134198955419105,1,,3981.193113772455,3732.0,2198.0,8290.0,2659437.0,1123.9945099080032,-0.10488390741927002,-0.8300581983454316,-0.45166167534974666,0.15037178542154006,6.135732383995677,4.452142409504741,0.22478021288808803,1.3781527677319334,88.69479777966848,54.317293340248355,0.3777737441732886,0.7873969375736158,5.767519170617055
ID41769,41769,42,677.0,101.30608157448408,121.70832349778807,0.0,689.98512840271,23,5.3510410018657435,1,,3989.5235294117647,3739.0,1903.0,7688.0,2712876.0,1102.3345594855155,-0.07663934175790683,-0.6007835082981775,-0.33681284630066466,0.05297394239481106,6.451189354054362,4.3131777095978965,0.5004395815717952,1.4956929179381726,89.9552324526779,54.282708009039936,0.38363063767731415,0.7920560747663548,5.723323445809226
ID48681,48681,42,648.0,76.25867823451546,28.46950899678741,0.0,2789.9398670196533,93,5.233333626345646,1,,3535.706153846154,3377.0,1989.0,6872.0,2298209.0,834.0876130161829,-0.3315522003953287,-4.205124951670089,0.024614384395534337,0.039897300755303185,6.148611784350942,4.331486296175766,0.1642550734628422,1.4195154651140192,86.04125109964848,57.010152782294284,0.3326688761087029,0.8460534898891062,6.1460890233165895
ID51499,51499,42,594.0,74.31458170787936,9.449457677423863,0.0,3539.9237022399902,118,5.019132442585935,1,,3436.1943048576213,3304.0,2037.0,5463.0,2051408.0,713.249118095603,-0.34380173352777543,-5.048233674070408,-0.07582657003667319,-0.0434215303722523,6.410790100929245,3.63131833875666,0.9315852999336418,1.7654167172587403,79.14202973159647,48.080617182346394,0.43020651270450394,0.849110320284698,5.404635899755431
ID42796,42796,42,694.0,96.7965005906662,124.70415518581763,0.0,959.9793090820312,32,5.388399448904666,1,,4026.4279475982535,3930.0,2122.0,6967.0,2766156.0,936.8453657538214,-0.2349043669844746,-2.6391093307118365,0.0012484164982494862,-0.0169943634426311,6.424126585167908,4.237248685228568,0.016451732003945896,1.5161079894987033,91.21566712568746,44.620058884761335,0.5757302180535262,0.8992805755395687,4.671920238798772
ID51247,51247,42,596.0,76.22060441589828,11.076517963257869,0.0,3419.9262886047363,114,5.019132442585933,1,,3482.468120805369,3366.0,1717.0,6136.0,2075551.0,727.949883299293,-0.3218442445061576,-4.540795669219784,-7.885131296107148E-4,0.07309190938662251,6.402493113200667,3.666642675666189,1.375250946466171,1.7461459104512833,79.14202973159644,50.54276081354224,0.38931319779260454,0.8509272467902996,5.681400022999697
ID48953,48953,42,657.0,75.53417283079621,27.575737587011563,0.0,2849.9385738372803,95,5.267519070194507,1,,3508.7872340425533,3294.0,2034.0,6266.0,2308782.0,827.8783653670814,-0.3136949610236239,-3.8744570543683143,4.589869943187342E-5,0.05243641857823387,6.148786005916653,4.422055957256587,0.3513600931254186,1.3904812750789606,87.16900843865702,48.887462069136056,0.4583286290454505,0.849385908209438,5.23620256480137
ID49465,49465,42,619.0,76.0618004373475,22.01997334811503,0.0,2939.9366340637207,98,5.094298342632588,1,,3597.171009771987,3534.0,2130.0,6372.0,2208663.0,755.2472073967205,-0.2886333406044913,-3.865048442257939,-0.0480145727267048,0.07117326455183774,5.48323706952015,4.23523387429608,1.6261000736801567,1.2946716125402864,81.53022174361446,57.25413465618235,0.3125465989224434,0.8220735785953182,6.340850930879292
ID47675,47675,42,603.0,78.3547603141716,55.816715351943714,0.0,2369.9489192962646,79,5.052677560749241,1,,3685.615894039735,3435.0,2225.0,6622.0,2226112.0,935.9884080367304,-0.3582413294613211,-4.39616050870604,0.03776817801743407,-0.03620576142415373,6.748367401865612,3.8092073490874916,1.578424489142198,1.7715936108025745,80.20344840360455,50.81542098834228,0.3903119514428475,0.8043912175648705,5.674126413276501
ID42302,42302,42,694.0,96.05237395011827,125.343758642204,0.0,989.9786624908447,33,5.417710994884632,1,,3965.7359307359307,3867.0,2098.0,7223.0,2748255.0,954.4641663816083,-0.22652819278895822,-2.433727398824388,-0.03137070483779575,0.01277080727912644,6.862772925683557,4.131454595047321,0.15193092022170995,1.661103315503084,92.21074713069501,47.27698492355451,0.5184320728960174,0.8612143742255275,4.92333062073603
