	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1	1	829	1360	-10.000	-10.000	11
2	1	2	817	1358	15.694	0.7847	13
3	1	3	819	1358	0.2580	0.1290	19
4	1	4	819	1358	0.0000	0.0000	10
5	1	5	819	1358	0.0000	0.0000	30
6	1	6	819	1354	0.5160	0.2580	12
7	1	7	819	1350	0.5160	0.2580	20
8	1	8	821	1348	0.3649	0.1824	16
9	1	9	821	1346	0.2580	0.1290	4
10	1	10	823	1344	0.3649	0.1824	4
11	1	11	823	1344	0.0000	0.0000	15
12	1	12	825	1338	0.8159	0.4079	18
13	1	13	825	1332	0.7740	0.3870	0
14	1	14	825	1330	0.2580	0.1290	9
15	1	15	825	1330	0.0000	0.0000	18
16	1	16	825	1330	0.0000	0.0000	42
17	1	17	827	1326	0.5769	0.2885	9
18	1	18	825	1322	0.5769	0.2885	13
19	1	19	825	1322	0.0000	0.0000	19
20	1	20	825	1322	0.0000	0.0000	11
21	1	21	825	1322	0.0000	0.0000	18
22	1	22	823	1318	0.5769	0.2885	11
23	1	23	825	1318	0.2580	0.1290	14
24	1	24	823	1316	0.3649	0.1824	0
25	1	25	823	1314	0.2580	0.1290	0
26	1	26	823	1314	0.0000	0.0000	34
27	1	27	823	1312	0.2580	0.1290	20
28	1	28	823	1310	0.2580	0.1290	13
29	1	29	823	1306	0.5160	0.2580	9
30	1	30	823	1306	0.0000	0.0000	18
31	1	31	823	1304	0.2580	0.1290	12
32	1	32	823	1302	0.2580	0.1290	4
33	1	33	823	1298	0.5160	0.2580	18
34	1	34	823	1298	0.0000	0.0000	9
35	1	35	823	1296	0.2580	0.1290	9
36	1	36	823	1296	0.0000	0.0000	11
37	1	37	823	1296	0.0000	0.0000	13
38	1	38	823	1296	0.0000	0.0000	69
39	1	39	823	1294	0.2580	0.1290	40
40	1	40	823	1292	0.2580	0.1290	3
41	1	41	823	1292	0.0000	0.0000	8
42	1	42	823	1292	0.0000	0.0000	12
43	1	43	823	1292	0.0000	0.0000	21
44	1	44	823	1290	0.2580	0.1290	24
45	1	45	825	1288	0.3649	0.1824	24
46	1	46	825	1284	0.5160	0.2580	35
47	1	47	825	1284	0.0000	0.0000	12
48	1	48	827	1282	0.3649	0.1824	21
49	1	49	829	1280	0.3649	0.1824	21
50	1	50	831	1276	0.5769	0.2885	39
51	1	51	831	1272	0.5160	0.2580	35
52	1	52	831	1272	0.0000	0.0000	52
53	1	53	831	1268	0.5160	0.2580	0
54	1	54	833	1264	0.5769	0.2885	18
55	1	55	833	1266	0.2580	0.1290	15
