	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1	1	245	717	-1.000	-1.000	255
2	1	2	247	715	0.365	0.182	241
3	1	3	248	714	0.182	0.091	229
4	1	4	248	713	0.129	0.065	251
5	1	5	250	711	0.365	0.182	249
6	1	6	250	711	0.000	0.000	233
7	1	7	250	711	0.000	0.000	234
8	1	8	250	711	0.000	0.000	255
9	1	9	251	710	0.182	0.091	242
10	1	10	251	708	0.258	0.129	252
11	1	11	252	707	0.182	0.091	253
12	1	12	253	705	0.288	0.144	223
13	1	13	253	704	0.129	0.065	243
14	1	14	255	701	0.465	0.233	245
15	1	15	255	701	0.000	0.000	249
16	1	16	256	700	0.182	0.091	244
17	1	17	258	698	0.365	0.182	255
18	1	18	259	698	0.129	0.065	234
19	1	19	259	697	0.129	0.065	249
20	1	20	260	697	0.129	0.065	245
21	1	21	260	696	0.129	0.065	245
22	1	22	261	696	0.129	0.065	253
23	1	23	261	694	0.258	0.129	254
24	1	24	261	694	0.000	0.000	241
25	1	25	262	693	0.182	0.091	252
26	1	26	263	692	0.182	0.091	246
27	1	27	264	690	0.288	0.144	235
28	1	28	265	689	0.182	0.091	253
29	1	29	266	688	0.182	0.091	239
30	1	30	266	688	0.000	0.000	235
31	1	31	267	687	0.182	0.091	241
32	1	32	267	686	0.129	0.065	249
33	1	33	268	686	0.129	0.065	242
34	1	34	269	685	0.182	0.091	255
35	1	35	271	684	0.288	0.144	255
36	1	36	271	684	0.000	0.000	246
37	1	37	271	682	0.258	0.129	246
38	1	38	273	681	0.288	0.144	249
39	1	39	275	678	0.465	0.233	248
40	1	40	276	676	0.288	0.144	254
41	1	41	276	674	0.258	0.129	251
42	1	42	277	673	0.182	0.091	217
43	1	43	277	673	0.000	0.000	241
44	1	44	278	673	0.129	0.065	253
45	1	45	278	672	0.129	0.065	227
46	1	46	278	671	0.129	0.065	255
47	1	47	278	670	0.129	0.065	255
48	1	48	279	670	0.129	0.065	240
49	1	49	279	670	0.000	0.000	246
50	1	50	279	670	0.000	0.000	249
51	1	51	279	670	0.000	0.000	253
52	1	52	279	669	0.129	0.065	237
53	1	53	279	668	0.129	0.065	255
54	1	54	279	666	0.258	0.129	243
55	1	55	279	665	0.129	0.065	235
56	1	56	279	665	0.000	0.000	243
57	1	57	280	663	0.288	0.144	252
58	1	58	280	663	0.000	0.000	249
59	1	59	280	663	0.000	0.000	250
60	1	60	280	663	0.000	0.000	245
61	1	61	280	660	0.387	0.194	236
62	1	62	281	658	0.288	0.144	255
63	1	63	281	656	0.258	0.129	234
64	1	64	283	656	0.258	0.129	248
65	1	65	283	656	0.000	0.000	238
66	1	66	283	656	0.000	0.000	248
67	1	67	283	656	0.000	0.000	238
68	1	68	283	655	0.129	0.065	225
69	1	69	283	654	0.129	0.065	247
70	1	70	283	654	0.000	0.000	247
71	1	71	284	653	0.182	0.091	252
72	1	72	284	653	0.000	0.000	223
73	1	73	284	653	0.000	0.000	255
74	1	74	284	652	0.129	0.065	246
75	1	75	284	652	0.000	0.000	252
76	1	76	284	652	0.000	0.000	251
77	1	77	285	651	0.182	0.091	226
78	1	78	286	650	0.182	0.091	245
79	1	79	286	650	0.000	0.000	241
80	1	80	287	648	0.288	0.144	238
81	1	81	287	646	0.258	0.129	252
82	1	82	287	646	0.000	0.000	246
83	1	83	288	645	0.182	0.091	251
84	1	84	288	645	0.000	0.000	228
85	1	85	288	643	0.258	0.129	251
86	1	86	288	643	0.000	0.000	235
87	1	87	288	643	0.000	0.000	250
88	1	88	288	643	0.000	0.000	250
89	1	89	288	643	0.000	0.000	232
